team,year,touchdown,field_goal,missed_fg,punt,turnovers,safety,total,end_of_period,blocked_punt,downs,blocked_fg,playoff
TEN,2012,27,25,6,83,28,1,188,16,2,0,0,0
WAS,2012,46,24,6,70,14,0,183,21,2,0,0,1
ARI,2013,36,30,6,78,31,2,200,17,0,0,0,0
ATL,2013,37,24,3,70,28,0,179,15,2,0,0,0
BAL,2013,26,38,3,91,29,0,207,19,1,0,0,0
BUF,2013,31,33,3,96,27,0,214,24,0,0,0,0
CAR,2013,38,24,3,70,19,0,170,16,0,0,0,1
CHI,2013,45,26,3,69,23,0,182,15,1,0,0,0
CIN,2013,47,18,4,75,30,0,201,27,0,0,0,1
CLE,2013,30,21,5,86,29,0,195,23,1,0,0,0
DAL,2013,45,28,2,77,20,0,183,11,0,0,0,0
DEN,2013,71,25,1,66,26,0,202,12,1,0,0,1
DET,2013,44,19,5,73,34,2,196,18,1,0,0,0
GB,2013,42,33,4,64,25,0,186,18,0,0,0,1
HOU,2013,26,26,9,88,31,1,201,20,0,0,0,0
IND,2013,38,35,5,77,14,2,188,16,1,0,0,1
JAX,2013,23,23,2,95,27,3,195,22,0,0,0,0
KC,2013,41,22,6,89,18,0,197,20,1,0,0,1
LV,2013,33,21,9,86,31,0,194,12,2,0,0,0
LAC,2013,41,34,3,56,21,0,167,12,0,0,0,1
LAR,2013,32,26,2,78,21,1,184,24,0,0,0,0
MIA,2013,32,26,8,85,26,1,194,16,0,0,0,0
MIN,2013,41,26,4,75,32,0,195,17,0,0,0,0
NE,2013,44,38,3,77,20,0,201,19,0,0,0,1
NO,2013,49,24,8,61,19,0,181,20,0,0,0,1
NYG,2013,29,23,3,91,44,0,204,14,0,0,0,0
NYJ,2013,25,33,3,89,29,1,196,15,1,0,0,0
PHI,2013,51,23,5,83,19,2,201,17,1,0,0,1
PIT,2013,37,30,2,76,24,1,189,18,1,0,0,0
SF,2013,39,32,4,79,18,1,188,15,0,0,0,1
SEA,2013,41,33,2,76,19,2,182,7,2,0,0,1
TB,2013,28,23,6,87,21,1,188,22,0,0,0,0
TEN,2013,38,25,4,79,25,0,184,12,1,0,0,0
WAS,2013,34,21,5,85,34,0,199,19,1,0,0,0
ARI,2014,27,29,4,92,17,0,181,10,2,0,0,1
ATL,2014,39,29,3,67,23,0,175,14,0,0,0,0
BAL,2014,43,29,5,60,20,1,182,24,0,0,0,1
BUF,2014,30,34,4,86,23,1,197,19,0,0,0,0
CAR,2014,33,29,6,74,23,0,178,12,1,0,0,1
CHI,2014,38,12,4,72,29,0,180,24,1,0,0,0
CIN,2014,39,26,7,73,26,3,191,17,0,0,0,1
CLE,2014,29,25,7,93,23,1,193,15,0,0,0,0
DAL,2014,53,25,4,58,25,0,179,13,1,0,0,1
DEN,2014,55,24,5,69,20,1,198,24,0,0,0,1
DET,2014,33,25,13,68,20,1,179,19,0,0,0,1
GB,2014,52,27,6,51,13,1,169,17,2,0,0,1
HOU,2014,34,30,5,84,22,1,194,17,1,0,0,0
IND,2014,51,30,1,69,31,0,205,23,0,0,0,1
JAX,2014,24,20,6,96,26,1,195,20,2,0,0,0
KC,2014,36,25,5,71,17,0,173,19,0,0,0,0
LV,2014,26,19,3,109,29,0,198,12,0,0,0,0
LAC,2014,37,22,4,75,23,1,174,11,1,0,0,0
LAR,2014,31,24,6,81,27,0,186,16,1,0,0,0
MIA,2014,39,29,8,59,23,3,181,19,1,0,0,0
MIN,2014,29,26,9,76,20,0,176,15,1,0,0,0
NE,2014,47,35,2,67,13,0,181,16,1,0,0,1
NO,2014,49,19,3,58,30,2,174,13,0,0,0,0
NYG,2014,43,24,2,81,28,0,193,14,1,0,0,0
NYJ,2014,27,32,7,79,24,1,186,15,1,0,0,0
PHI,2014,43,32,4,76,36,0,203,12,0,0,0,0
PIT,2014,43,29,3,62,21,1,174,14,1,0,0,1
SF,2014,30,25,6,73,22,0,178,21,1,0,0,0
SEA,2014,40,31,6,62,14,1,175,20,1,0,0,1
TB,2014,28,20,4,79,33,0,180,15,1,0,0,0
TEN,2014,26,19,3,89,26,1,191,26,1,0,0,0
WAS,2014,33,24,3,78,31,0,192,22,1,0,0,0
ARI,2015,51,28,3,61,24,2,186,16,1,0,0,1
ATL,2015,34,25,6,59,30,0,174,19,1,0,0,0
BAL,2015,29,33,7,74,28,0,186,15,0,0,0,0
BUF,2015,42,23,4,82,19,1,186,15,0,0,0,0
CAR,2015,54,30,6,70,19,0,198,19,0,0,0,1
CHI,2015,34,33,6,74,21,0,179,10,1,0,0,0
CIN,2015,49,23,5,69,17,0,182,18,1,0,0,1
CLE,2015,25,28,4,70,30,0,178,21,0,0,0,0
DAL,2015,24,30,2,69,33,1,172,13,0,0,0,0
DEN,2015,32,30,5,85,31,1,199,15,0,0,0,1
DET,2015,40,22,2,80,24,2,179,9,0,0,0,0
GB,2015,39,24,4,81,17,0,192,27,0,0,0,1
HOU,2015,36,23,4,96,20,0,204,25,0,0,0,1
IND,2015,32,25,2,85,30,1,194,19,0,0,0,0
JAX,2015,40,26,4,80,28,0,193,15,0,0,0,0
KC,2015,39,30,7,75,15,1,182,15,0,0,0,1
LV,2015,41,21,5,84,24,2,195,17,1,0,0,0
LAC,2015,34,26,6,73,24,0,178,14,1,0,0,0
LAR,2015,27,21,10,96,22,1,196,19,0,0,0,0
MIA,2015,35,13,3,92,19,0,187,25,0,0,0,0
MIN,2015,32,34,5,66,17,0,172,18,0,0,0,1
NE,2015,50,33,3,74,14,1,192,16,1,0,0,1
NO,2015,48,18,8,67,20,0,182,21,0,0,0,0
NYG,2015,41,30,2,76,21,1,186,15,0,0,0,0
NYJ,2015,44,27,6,80,24,0,199,17,1,0,0,0
PHI,2015,38,21,5,88,31,1,203,17,2,0,0,0
PIT,2015,42,35,7,59,28,0,190,19,0,0,0,1
SF,2015,23,24,3,92,17,0,182,23,0,0,0,0
SEA,2015,44,29,2,68,16,0,174,15,0,0,0,1
TB,2015,34,29,11,56,28,0,176,18,0,0,0,0
TEN,2015,35,14,2,88,33,0,191,19,0,0,0,0
WAS,2015,39,26,4,71,22,1,180,16,1,0,0,1
ARI,2016,48,21,7,80,28,2,197,9,2,0,0,0
ATL,2016,58,34,3,48,11,0,175,21,0,0,0,1
BAL,2016,30,38,1,80,23,0,191,19,0,0,0,0
BUF,2016,46,19,6,75,12,0,177,19,0,0,0,0
CAR,2016,37,30,8,76,29,1,193,12,0,0,0,0
CHI,2016,29,18,5,68,31,1,172,20,0,0,0,0
CIN,2016,35,28,7,78,17,1,176,10,0,0,0,0
CLE,2016,28,21,6,83,25,0,180,17,0,0,0,0
DAL,2016,49,27,5,59,15,0,173,17,1,0,0,1
DEN,2016,31,29,5,89,25,0,198,19,0,0,0,0
DET,2016,33,31,5,62,15,2,156,8,0,0,0,1
GB,2016,51,26,4,56,17,0,176,22,0,0,0,1
HOU,2016,23,35,6,72,24,1,185,24,0,0,0,1
IND,2016,45,27,4,56,22,0,180,25,1,0,0,0
JAX,2016,32,27,7,77,29,0,191,19,0,0,0,0
KC,2016,34,31,4,76,17,1,178,15,0,0,0,1
LV,2016,46,29,6,81,14,0,194,18,0,0,0,1
LAC,2016,43,26,6,59,35,1,181,11,0,0,0,0
LAR,2016,23,19,3,98,29,0,193,21,0,0,0,0
MIA,2016,41,16,5,90,23,0,189,14,0,0,0,1
MIN,2016,29,27,4,74,16,1,174,23,0,0,0,0
NE,2016,51,27,5,72,11,3,182,13,0,0,0,1
NO,2016,55,28,6,57,24,1,181,10,0,0,0,0
NYG,2016,32,21,1,93,27,0,193,19,0,0,0,1
NYJ,2016,26,27,4,76,34,0,185,17,1,0,0,0
PHI,2016,32,35,6,63,20,1,178,21,0,0,0,0
PIT,2016,46,24,4,69,18,1,182,19,1,0,0,1
SF,2016,36,18,3,100,25,1,197,14,0,0,0,0
SEA,2016,36,33,4,72,18,1,185,20,1,0,0,1
TB,2016,37,22,9,70,27,1,182,16,0,0,0,0
TEN,2016,45,22,2,77,18,0,184,20,0,0,0,0
WAS,2016,42,34,8,49,21,0,175,21,0,0,0,0
ARI,2017,27,32,8,88,25,0,202,22,0,0,0,0
ATL,2017,33,34,5,53,18,0,165,22,0,0,0,1
BAL,2017,34,34,3,85,17,0,192,18,1,0,0,0
BUF,2017,28,29,4,79,16,0,180,24,0,0,0,1
CAR,2017,37,29,1,71,22,0,179,19,0,0,0,1
CHI,2017,26,16,6,87,22,1,174,16,0,0,0,0
CIN,2017,31,18,2,89,23,0,185,21,1,0,0,0
CLE,2017,26,15,5,82,41,0,186,16,1,0,0,0
DAL,2017,40,22,7,66,22,0,171,14,0,0,0,0
DEN,2017,27,24,8,76,34,0,193,22,2,0,0,0
DET,2017,39,30,5,73,22,0,185,16,0,0,0,0
GB,2017,38,15,4,71,25,0,174,21,0,0,0,0
HOU,2017,36,20,5,92,28,1,192,10,0,0,0,0
IND,2017,24,29,5,85,15,2,180,19,1,0,0,0
JAX,2017,39,30,5,88,23,0,199,13,1,0,0,1
KC,2017,38,41,4,65,11,0,176,17,0,0,0,1
LV,2017,36,16,5,69,28,0,178,24,0,0,0,0
LAC,2017,38,20,10,74,15,0,177,20,0,0,0,0
LAR,2017,45,40,3,65,21,2,190,14,0,0,0,1
MIA,2017,28,21,2,83,29,2,190,25,0,0,0,0
MIN,2017,40,32,6,71,14,1,185,21,0,0,0,1
NE,2017,48,37,3,58,12,2,174,14,0,0,0,1
NO,2017,46,31,5,60,18,0,175,15,0,0,0,1
NYG,2017,26,18,7,97,22,1,194,21,2,0,0,0
NYJ,2017,32,25,5,94,24,0,199,19,0,0,0,0
PHI,2017,47,29,5,68,20,0,191,21,1,0,0,1
PIT,2017,41,35,3,64,20,1,179,15,0,0,0,1
SF,2017,30,39,2,75,23,0,184,15,0,0,0,0
SEA,2017,38,21,8,92,17,2,197,19,0,0,0,0
TB,2017,34,25,9,66,27,0,175,13,1,0,0,0
TEN,2017,32,35,7,75,25,0,191,17,0,0,0,1
WAS,2017,37,24,4,83,27,0,191,16,0,0,0,0
ARI,2018,24,12,5,94,28,0,187,24,0,0,0,0
ATL,2018,47,25,1,62,18,0,168,13,2,0,0,0
BAL,2018,37,35,4,61,20,0,177,19,1,0,0,1
BUF,2018,28,22,6,82,32,1,193,21,1,0,0,0
CAR,2018,45,19,2,61,22,0,173,24,0,0,0,0
CHI,2018,44,23,7,63,24,1,182,19,1,0,0,1
CIN,2018,40,19,4,72,17,0,166,13,1,0,0,0
CLE,2018,44,19,6,85,24,1,202,21,2,0,0,0
DAL,2018,35,29,7,60,17,0,169,21,0,0,0,1
DEN,2018,37,20,5,85,21,0,186,18,0,0,0,0
DET,2018,33,28,4,74,19,0,173,15,0,0,0,0
GB,2018,39,30,7,72,15,0,178,14,1,0,0,0
HOU,2018,38,37,5,74,16,0,186,16,0,0,0,1
IND,2018,52,23,4,57,24,0,182,22,0,0,0,1
JAX,2018,22,23,3,86,29,2,180,15,0,0,0,0
KC,2018,66,24,3,45,18,0,171,15,0,0,0,1
LV,2018,28,27,5,70,24,0,176,22,0,0,0,0
LAC,2018,48,24,5,62,19,0,170,11,1,0,0,1
LAR,2018,55,34,7,43,19,2,183,23,0,0,0,1
MIA,2018,33,18,2,88,23,0,184,19,1,0,0,0
MIN,2018,39,22,10,73,20,0,188,23,1,0,0,0
NE,2018,47,27,5,64,18,0,184,23,0,0,0,1
NO,2018,59,28,2,43,16,0,168,20,0,0,0,1
NYG,2018,36,32,1,71,19,0,177,18,0,0,0,0
NYJ,2018,29,33,3,82,30,0,197,20,0,0,0,0
PHI,2018,41,26,5,61,23,0,176,20,0,0,0,1
PIT,2018,51,16,7,64,26,2,182,16,0,0,0,0
SF,2018,33,33,1,69,32,1,181,11,1,0,0,0
SEA,2018,50,22,5,79,11,0,181,13,1,0,0,1
TB,2018,47,20,7,58,35,0,184,16,1,0,0,0
TEN,2018,31,26,4,75,18,0,166,11,1,0,0,0
WAS,2018,28,26,3,79,19,0,170,15,0,0,0,0
ARI,2019,38,31,4,70,18,0,178,16,1,0,0,0
ATL,2019,39,32,8,53,25,0,174,16,1,0,0,0
BAL,2019,58,28,1,41,15,1,166,21,1,0,0,1
BUF,2019,34,22,6,80,19,1,186,23,1,0,0,1
CAR,2019,37,25,7,75,35,2,192,11,0,0,0,0
CHI,2019,28,23,5,81,19,1,175,17,1,0,0,0
CIN,2019,27,27,4,75,30,1,181,17,0,0,0,0
CLE,2019,37,25,4,65,28,0,183,23,1,0,0,0
DAL,2019,48,30,10,51,18,0,175,17,1,0,0,0
DEN,2019,27,29,5,78,16,0,173,18,0,0,0,0
DET,2019,35,26,5,76,23,0,183,18,0,0,0,0
GB,2019,44,22,2,77,13,0,177,19,0,0,0,1
HOU,2019,44,20,5,57,22,0,169,21,0,0,0,1
IND,2019,39,22,9,59,21,2,168,16,0,0,0,0
JAX,2019,27,33,1,75,20,0,177,21,0,0,0,0
KC,2019,46,34,4,49,15,0,164,15,1,0,0,1
LV,2019,35,19,7,67,17,0,165,20,0,0,0,0
LAC,2019,36,26,8,48,31,0,160,11,0,0,0,0
LAR,2019,42,24,9,67,24,1,185,17,1,0,0,0
MIA,2019,32,23,7,69,26,1,182,24,0,0,0,0
MIN,2019,45,27,2,62,20,1,173,16,0,0,0,1
NE,2019,42,27,7,81,15,1,190,17,0,0,0,1
NO,2019,48,32,4,60,8,1,173,20,0,0,0,1
NYG,2019,41,12,5,71,33,1,185,20,2,0,0,0
NYJ,2019,25,19,9,87,25,2,189,22,0,0,0,0
PHI,2019,43,22,4,71,23,0,187,24,0,0,0,1
PIT,2019,25,29,2,74,30,0,187,27,0,0,0,0
SF,2019,51,30,9,52,23,0,183,18,0,0,0,1
SEA,2019,46,23,5,74,20,0,189,21,0,0,0,1
TB,2019,48,27,8,57,41,0,198,17,0,0,0,0
TEN,2019,50,8,10,78,17,1,185,21,0,0,0,1
WAS,2019,27,25,5,79,21,0,176,19,0,0,0,0
ARI,2020,49,23,7,58,21,1,179,20,0,0,0,0
ATL,2020,40,38,2,56,18,0,174,20,0,0,0,0
BAL,2020,51,26,3,53,18,2,170,17,0,0,0,1
BUF,2020,56,28,6,41,22,0,170,17,0,0,0,1
CAR,2020,35,29,7,45,21,0,159,22,0,0,0,0
CHI,2020,38,30,2,64,22,1,175,18,0,0,0,1
CIN,2020,32,27,7,71,24,0,179,18,0,0,0,0
CLE,2020,48,19,5,51,16,2,165,24,0,0,0,1
DAL,2020,39,34,7,50,26,0,180,24,0,0,0,0
DEN,2020,34,28,7,66,32,0,188,20,1,0,0,0
DET,2020,44,21,7,59,21,1,169,16,0,0,0,0
GB,2020,64,16,0,47,11,1,161,21,1,0,0,1
HOU,2020,43,27,4,55,18,0,163,16,0,0,0,0
IND,2020,44,32,5,49,15,3,171,22,1,0,0,1
JAX,2020,34,18,7,65,25,0,171,22,0,0,0,0
KC,2020,53,25,2,52,16,1,163,14,0,0,0,1
LV,2020,48,33,2,44,26,0,169,16,0,0,0,0
LAC,2020,43,24,9,60,16,1,175,19,3,0,0,0
LAR,2020,39,24,6,69,25,1,184,19,1,0,0,1
MIA,2020,39,36,3,68,20,0,181,15,0,0,0,0
MIN,2020,55,15,7,56,23,1,176,17,2,0,0,0
NE,2020,32,26,2,55,19,0,157,23,0,0,0,0
NO,2020,58,23,5,62,17,1,178,12,0,0,0,1
NYG,2020,25,31,1,66,22,0,167,21,1,0,0,0
NYJ,2020,25,21,7,82,19,1,175,20,0,0,0,0
PHI,2020,38,14,5,74,29,1,190,28,1,0,0,0
PIT,2020,47,23,1,77,18,1,188,21,0,0,0,1
SF,2020,44,22,4,67,31,0,182,13,1,0,0,0
SEA,2020,55,24,0,61,18,3,178,17,0,0,0,1
TB,2020,58,28,3,55,17,1,180,18,0,0,0,1
TEN,2020,59,20,8,50,12,0,167,17,1,0,0,1
WAS,2020,34,27,7,73,27,1,183,14,0,0,0,1
ARI,2021,50,30,7,52,15,0,179,25,0,0,0,1
ATL,2021,31,27,2,66,26,1,177,23,1,0,0,0
BAL,2021,39,35,2,71,26,0,195,22,0,0,0,0
BUF,2021,56,28,4,53,22,0,186,22,1,0,0,1
CAR,2021,31,26,3,75,29,1,195,28,2,0,0,0
CHI,2021,30,26,4,62,29,1,178,26,0,0,0,0
CIN,2021,52,29,5,66,21,0,190,17,0,0,0,1
CLE,2021,41,16,6,67,22,0,177,25,0,0,0,0
DAL,2021,55,29,6,65,20,0,192,17,0,0,0,1
DEN,2021,36,26,5,67,18,0,168,16,0,0,0,0
DET,2021,35,26,4,65,23,0,178,25,0,0,0,0
GB,2021,52,25,9,53,13,0,173,21,0,0,0,1
HOU,2021,29,21,6,88,22,1,188,21,0,0,0,0
IND,2021,49,29,6,59,19,1,180,17,0,0,0,0
JAX,2021,25,21,6,72,29,0,178,24,1,0,0,0
KC,2021,53,28,4,40,25,0,168,18,0,0,0,1
LV,2021,37,40,3,64,24,1,188,19,0,0,0,1
LAC,2021,56,24,3,48,22,0,175,21,1,0,0,0
LAR,2021,51,32,2,51,23,0,181,22,0,0,0,1
MIA,2021,33,23,8,78,26,0,186,18,0,0,0,0
MIN,2021,44,33,5,79,13,0,196,21,1,0,0,0
NE,2021,48,36,3,51,23,0,175,11,3,0,0,1
NO,2021,41,25,5,83,18,0,196,24,0,0,0,0
NYG,2021,23,29,4,74,30,1,189,28,0,0,0,0
NYJ,2021,34,21,6,71,27,0,187,27,1,0,0,0
PHI,2021,45,30,3,55,16,0,173,24,0,0,0,1
PIT,2021,33,36,4,77,20,0,199,29,0,0,0,1
SF,2021,48,27,5,59,24,0,182,19,0,0,0,1
SEA,2021,48,17,6,83,13,1,187,19,0,0,0,0
TB,2021,61,25,6,62,19,0,194,21,0,0,0,1
TEN,2021,45,26,6,58,25,0,185,25,0,0,0,1
WAS,2021,34,28,5,63,24,0,179,24,1,0,0,0
ARI,2022,32,28,4,68,25,0,187,29,1,0,0,0
ATL,2022,34,32,5,62,21,1,167,12,0,0,0,0
BAL,2022,33,37,6,57,21,0,180,26,0,0,0,1
BUF,2022,50,27,4,46,27,2,171,14,1,0,0,1
CAR,2022,32,33,2,81,21,0,187,18,0,0,0,0
CHI,2022,37,25,2,67,25,0,181,24,1,0,0,0
CIN,2022,49,24,5,59,18,0,176,21,0,0,0,1
CLE,2022,38,24,8,61,21,0,179,27,0,0,0,0
DAL,2022,52,29,3,68,23,0,195,20,0,0,0,1
DEN,2022,29,28,8,96,24,1,199,13,0,0,0,0
DET,2022,52,24,6,52,15,1,176,26,0,0,0,0
GB,2022,39,25,4,54,22,1,177,30,2,0,0,0
HOU,2022,27,29,2,88,28,1,198,23,0,0,0,0
IND,2022,25,32,7,71,34,0,195,25,1,0,0,0
JAX,2022,41,30,5,58,22,0,181,25,0,0,0,1
KC,2022,59,24,8,53,23,1,179,11,0,0,0,1
LV,2022,40,34,3,59,21,0,172,15,0,0,0,0
LAC,2022,41,31,2,73,19,1,189,22,0,0,0,1
LAR,2022,31,28,2,72,23,0,176,18,2,0,0,0
MIA,2022,42,26,6,62,21,1,178,20,0,0,0,1
MIN,2022,48,26,7,74,23,0,197,18,1,0,0,1
NE,2022,31,32,5,80,23,0,192,20,1,0,0,0
NO,2022,36,23,8,77,25,0,186,17,0,0,0,0
NYG,2022,38,29,3,75,16,0,177,15,1,0,0,1
NYJ,2022,28,30,7,83,23,2,194,21,0,0,0,0
PHI,2022,57,22,3,56,19,0,186,28,1,0,0,1
PIT,2022,28,34,10,69,19,0,177,17,0,0,0,0
SF,2022,50,27,5,61,17,0,186,26,0,0,0,1
SEA,2022,42,34,3,66,23,0,187,19,0,0,0,1
TB,2022,31,31,7,79,22,0,194,24,0,0,0,1
TEN,2022,32,20,4,90,23,0,190,21,0,0,0,0
WAS,2022,33,25,5,83,23,1,197,27,0,0,0,0
ARI,2023,35,28,5,64,18,0,180,30,0,0,0,0
ATL,2023,31,32,5,75,28,1,196,24,0,0,0,0
BAL,2023,53,32,5,67,19,1,197,19,1,0,0,1
BUF,2023,51,24,5,51,28,0,181,22,0,0,0,1
CAR,2023,20,25,5,82,20,0,180,28,0,0,0,0
CHI,2023,35,35,3,67,25,0,184,19,0,0,0,0
CIN,2023,39,26,5,76,16,0,188,26,0,0,0,0
CLE,2023,39,34,3,90,37,0,222,19,0,0,0,1
DAL,2023,50,36,2,44,16,1,169,20,0,0,0,1
DEN,2023,36,30,4,79,22,1,189,17,0,0,0,0
DET,2023,57,19,2,57,23,1,187,28,0,0,0,1
GB,2023,42,27,6,57,18,0,174,24,0,0,0,1
HOU,2023,37,34,4,80,14,0,191,22,0,0,0,1
IND,2023,37,33,8,69,22,1,196,25,1,0,0,0
JAX,2023,39,30,7,61,30,0,195,28,0,0,0,0
KC,2023,37,33,2,59,28,0,178,19,0,0,0,1
LV,2023,31,26,4,75,24,1,179,18,0,0,0,0
LAC,2023,35,31,2,75,21,0,190,26,0,0,0,0
LAR,2023,44,32,11,64,18,2,185,13,1,0,0,1
MIA,2023,57,24,4,53,25,0,186,23,0,0,0,1
MIN,2023,37,24,6,60,34,0,179,18,0,0,0,0
NE,2023,25,16,9,98,29,1,203,25,0,0,0,0
NO,2023,41,30,7,75,18,0,194,23,0,0,0,0
NYG,2023,25,22,9,95,19,0,199,29,0,0,0,0
NYJ,2023,18,36,3,99,33,3,208,16,0,0,0,0
PHI,2023,46,30,2,52,28,1,177,18,0,0,0,1
PIT,2023,29,29,2,89,16,1,194,28,0,0,0,1
SF,2023,60,21,4,52,18,1,179,23,0,0,0,1
SEA,2023,34,35,7,66,17,0,178,19,0,0,0,0
TB,2023,36,29,2,77,18,1,183,20,0,0,0,1
TEN,2023,30,29,1,80,20,0,181,20,1,0,0,0
WAS,2023,38,19,5,75,32,0,197,26,2,0,0,0
